"","table.x","first_id","desc","category","label","format","year","ISCED_number","ISCED_label","ISCED_desc"
"15537","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",32,"BTS","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"15538","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",33,"Deust, DTS, DNTS, DPECF","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"15539","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",34,"Diplômes paramédicaux et sociaux (niveau bac +2)","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"15540","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",35,"Deug","Categorical",2014,"540","Short-cycle tertiary education, General, Not further defined",NA
"15541","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",36,"Autres diplômes niveau technicien supérieur (niveau bac +2)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"15542","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",41,"Capacité en droit, DAEU, ESEU","Categorical",2014,"444","Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"15543","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",42,"Bac général","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"15544","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",43,"Bac technologique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"15545","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",44,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"15546","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",45,"Brevet de technicien, brevet professionnel","Categorical",2014,"344, 353","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"15547","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",51,"BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"15548","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",52,"CAP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"15549","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",53,"Autres diplômes de niveau CAP-BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"15550","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",60,"Brevet des collèges","Categorical",2014,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"15551","MÉNAGE","DIPLOMCJ","Diplôme détaillé le plus élevé pour le conjoint de la personne de référence",70,"Certificat d'études primaires","Categorical",2014,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"15553","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",0,"Diplôme non identifié","Categorical",2014,"999","Not elsewhere classified",NA
"15554","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",11,"Doctorats sauf santé","Categorical",2014,"840","Doctoral or equivalent level, Academic, Not further defined",NA
"15555","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",12,"Doctorats de santé","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"15556","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",13,"Ecoles de commerce","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"15557","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",14,"Ecoles d'ingénieur","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"15558","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",15,"DESS, masters professionnels","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"15559","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",16,"DEA, Magistères, masters recherche","Categorical",2014,"740","Master’s or equivalent level, Academic, Not further defined",NA
"15560","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",21,"Maîtrise, MST, Miage, maîtrise IUP","Categorical",2014,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"15561","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",22,"Licence","Categorical",2014,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"15562","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",23,"Licence professionnelle, licence IUP","Categorical",2014,"650","Bachelor’s or equivalent level, Professional, Not further defined",NA
"15563","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",24,"Autres diplômes supérieures (niveau bac +3 et plus)","Categorical",2014,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"15564","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",31,"DUT","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"15565","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",32,"BTS","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"15566","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",33,"Deust, DTS, DNTS, DPECF","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"15567","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",34,"Diplômes paramédicaux et sociaux (niveau bac +2)","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"15568","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",35,"Deug","Categorical",2014,"540","Short-cycle tertiary education, General, Not further defined",NA
"15569","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",36,"Autres diplômes niveau technicien supérieur (niveau bac +2)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"15570","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",41,"Capacité en droit, DAEU, ESEU","Categorical",2014,"444","Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"15571","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",42,"Bac général","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"15572","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",43,"Bac technologique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"15573","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",44,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"15574","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",45,"Brevet de technicien, brevet professionnel","Categorical",2014,"344, 353","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"15575","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",51,"BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"15576","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",52,"CAP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"15577","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",53,"Autres diplômes de niveau CAP-BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"15578","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",60,"Brevet des collèges","Categorical",2014,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"15579","MÉNAGE","DIPLOMPR","Diplôme détaillé le plus élevé pour la personne de référence",70,"Certificat d'études primaires","Categorical",2014,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"16106","MÉNAGE","HODIP1","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16107","MÉNAGE","HODIP1","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16108","MÉNAGE","HODIP1","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16109","MÉNAGE","HODIP1","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16110","MÉNAGE","HODIP1","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16112","MÉNAGE","HODIP10","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16113","MÉNAGE","HODIP10","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16114","MÉNAGE","HODIP10","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16115","MÉNAGE","HODIP10","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16116","MÉNAGE","HODIP10","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16118","MÉNAGE","HODIP11","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16119","MÉNAGE","HODIP11","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16120","MÉNAGE","HODIP11","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16121","MÉNAGE","HODIP11","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16122","MÉNAGE","HODIP11","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16124","MÉNAGE","HODIP12","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16125","MÉNAGE","HODIP12","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16126","MÉNAGE","HODIP12","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16127","MÉNAGE","HODIP12","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16128","MÉNAGE","HODIP12","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16130","MÉNAGE","HODIP2","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16131","MÉNAGE","HODIP2","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16132","MÉNAGE","HODIP2","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16133","MÉNAGE","HODIP2","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16134","MÉNAGE","HODIP2","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16136","MÉNAGE","HODIP3","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16137","MÉNAGE","HODIP3","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16138","MÉNAGE","HODIP3","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16139","MÉNAGE","HODIP3","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16140","MÉNAGE","HODIP3","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16142","MÉNAGE","HODIP4","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16143","MÉNAGE","HODIP4","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16144","MÉNAGE","HODIP4","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16145","MÉNAGE","HODIP4","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16146","MÉNAGE","HODIP4","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16148","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16149","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16150","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16151","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16152","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16154","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16155","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16156","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16157","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16158","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16160","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16161","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16162","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16163","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16164","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16166","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16167","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16168","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16169","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16170","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"16172","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2014,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"16173","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"16174","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"16175","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"16176","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2014,"640, 650","Bachelor's or equivalent level, or more.",NA
"17362","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",0,"Pas d'études, primaire non achevé","Categorical",2014,"010, 020, 030","Never attended an education programme., Some early childhood education., Some primary education (without level completion).",NA
"17363","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",1,"Primaire achevé","Categorical",2014,"100","Primary, Including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion.",NA
"17364","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",2,"Collège achevé","Categorical",2014,"244","Lower secondary education, General, with direct access to upper Level completion, with direct access to upper secondary education",NA
"17365","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",3,"Niveau bac acquis","Categorical",2014,"344, 354","Upper secondary education, General, Level completion, with direct access to tertiary education., Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"17366","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",0,"Pas d'études, primaire non achevé","Categorical",2014,"010, 020, 030","Never attended an education programme., Some early childhood education., Some primary education (without level completion).",NA
"17367","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",1,"Primaire achevé","Categorical",2014,"100","Primary, Including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion.",NA
"17368","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",2,"Collège achevé","Categorical",2014,"244","Lower secondary education, General, with direct access to upper Level completion, with direct access to upper secondary education",NA
"17369","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",3,"Niveau bac acquis","Categorical",2014,"344, 354","Upper secondary education, General, Level completion, with direct access to tertiary education., Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"19833","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",0,"Diplôme non identifié","Categorical",2017,"999","Not elsewhere classified",NA
"19834","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",11,"Doctorats sauf santé","Categorical",2017,"840","Doctoral or equivalent level, Academic, Not further defined",NA
"19835","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",12,"Doctorats de santé","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
"19836","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",13,"Ecoles de commerce","Categorical",2017,"750","Master’s or equivalent level, Professional, Not further defined",NA
